[12:18:21] [User Authenticator #5/INFO]: UUID of player josephpalmercouk is 87dea0fb-d2fb-4a3e-b941-9c7be77a13a2
[12:18:21] [Server thread/INFO]: josephpalmercouk joined the game
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:20] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:21] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:22] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:24] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:24] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
